Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Alt [m]	Lon [°]   	Lat [°]   	RI    	Dew [°C]	Vi Te [°C]	MRI    	D [kg/m3]	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]
4448      	36.3   	-39.5 	2     	4.5     	079   	23048  	-58.691998	-62.140469	12.21 	-69.3   	-39.5     	3630.70	0.003182 	3.2     	55.4         	065        	27941    
4450      	36.3   	-39.6 	2     	4.3     	080   	23054  	-58.692166	-62.140455	12.19 	-69.4   	-39.6     	3631.67	0.003161 	3.2     	55.4         	065        	27942    
4452      	36.2   	-39.6 	2     	4.4     	084   	23060  	-58.692333	-62.140442	12.17 	-69.5   	-39.6     	3632.66	0.003098 	3.2     	55.5         	065        	27944    
4454      	36.2   	-39.6 	2     	4.5     	087   	23067  	-58.692500	-62.140429	12.15 	-69.7   	-39.6     	3633.64	0.003025 	3.2     	55.5         	065        	27945    
4456      	36.1   	-39.6 	2     	4.5     	090   	23073  	-58.692667	-62.140416	12.13 	-69.9   	-39.6     	3634.61	0.002951 	3.2     	55.5         	065        	27946    
4458      	36.1   	-39.6 	2     	4.6     	093   	23080  	-58.692834	-62.140403	12.11 	-70.0   	-39.6     	3635.59	0.002877 	3.2     	55.5         	064        	27947    
4460      	36.0   	-39.6 	2     	4.7     	096   	23086  	-58.693002	-62.140390	12.09 	-70.2   	-39.6     	3636.58	0.002804 	3.2     	55.5         	064        	27948    
4462      	35.9   	-39.6 	2     	4.7     	099   	23092  	-58.693169	-62.140377	12.07 	-70.4   	-39.6     	3637.54	0.002730 	3.2     	55.5         	064        	27949    
4464      	35.9   	-39.6 	2     	4.8     	101   	23099  	-58.693336	-62.140363	12.05 	-70.6   	-39.6     	3638.53	0.002656 	3.2     	55.6         	064        	27951    
4466      	35.8   	-39.6 	2     	4.9     	104   	23067  	-58.693503	-62.140350	12.03 	-70.7   	-39.6     	3633.59	0.002594 	-15.7   	55.5         	064        	27921    
4468      	35.8   	-39.5 	2     	4.9     	107   	22998  	-58.693671	-62.140341	12.00 	-70.8   	-39.5     	3622.61	0.002540 	-34.9   	55.5         	064        	27859    
4470      	35.7   	-39.4 	2     	5.0     	109   	22928  	-58.693840	-62.140337	11.98 	-70.9   	-39.4     	3611.63	0.002485 	-34.9   	55.4         	064        	27797    
4472      	35.9   	-39.3 	2     	4.9     	107   	22858  	-58.694010	-62.140333	12.04 	-71.0   	-39.3     	3600.71	0.002431 	-34.9   	55.3         	064        	27735    
4474      	36.4   	-39.2 	2     	4.8     	105   	22788  	-58.694179	-62.140328	12.18 	-71.0   	-39.2     	3589.90	0.002376 	-34.9   	55.3         	064        	27673    
4476      	36.8   	-39.1 	2     	4.8     	104   	22718  	-58.694348	-62.140324	12.32 	-71.1   	-39.1     	3579.08	0.002322 	-34.9   	55.2         	064        	27611    
4478      	37.3   	-39.1 	2     	4.8     	102   	22648  	-58.694517	-62.140320	12.47 	-71.2   	-39.0     	3568.27	0.002268 	-34.9   	55.1         	064        	27549    
4480      	37.8   	-39.0 	1     	4.7     	100   	22579  	-58.694686	-62.140315	12.61 	-71.3   	-39.0     	3557.45	0.002216 	-34.9   	55.1         	064        	27488    
4482      	38.2   	-38.9 	1     	4.6     	097   	22509  	-58.694855	-62.140311	12.76 	-71.3   	-38.9     	3546.65	0.002171 	-34.9   	55.0         	064        	27426    
4484      	38.7   	-38.8 	1     	4.6     	095   	22439  	-58.695024	-62.140307	12.91 	-71.4   	-38.8     	3535.84	0.002127 	-34.9   	54.9         	064        	27364    
4486      	39.2   	-38.7 	1     	4.5     	093   	22369  	-58.695193	-62.140303	13.09 	-71.5   	-38.7     	3525.05	0.002082 	-34.9   	54.9         	064        	27303    
4488      	40.0   	-38.6 	1     	4.4     	091   	22299  	-58.695362	-62.140298	13.32 	-71.6   	-38.6     	3514.33	0.002038 	-34.9   	54.8         	064        	27241    
4490      	40.7   	-38.6 	1     	4.4     	088   	22230  	-58.695531	-62.140294	13.56 	-71.7   	-38.5     	3503.61	0.001993 	-34.9   	54.7         	064        	27179    
4492      	41.5   	-38.6 	1     	4.3     	092   	22160  	-58.695700	-62.140290	13.81 	-71.8   	-38.6     	3492.90	0.001950 	-34.9   	54.6         	064        	27118    
4494      	42.3   	-38.7 	1     	4.3     	095   	22090  	-58.695869	-62.140285	14.08 	-72.1   	-38.7     	3482.19	0.001911 	-34.9   	54.6         	064        	27056    
4496      	43.0   	-38.8 	1     	4.3     	098   	21985  	-58.696008	-62.140246	14.34 	-72.3   	-38.8     	3465.97	0.001876 	-52.5   	54.4         	064        	26968    
4498      	43.9   	-38.9 	1     	4.3     	101   	21864  	-58.696134	-62.140191	14.61 	-72.5   	-38.9     	3447.23	0.001841 	-60.6   	54.3         	064        	26868    
4500      	44.6   	-39.1 	1     	4.3     	105   	21743  	-58.696260	-62.140136	14.88 	-72.7   	-39.1     	3428.47	0.001806 	-60.6   	54.2         	064        	26767    
4502      	45.4   	-39.2 	1     	4.2     	108   	21622  	-58.696385	-62.140081	15.15 	-72.9   	-39.2     	3409.72	0.001770 	-60.6   	54.0         	064        	26667    
4504      	46.2   	-39.3 	1     	4.2     	112   	21500  	-58.696511	-62.140026	15.42 	-73.2   	-39.3     	3390.96	0.001735 	-60.6   	53.9         	064        	26567    
4506      	47.0   	-39.5 	1     	4.2     	115   	21379  	-58.696637	-62.139971	15.69 	-73.4   	-39.5     	3372.23	0.001701 	-60.6   	53.7         	064        	26467    
4508      	47.8   	-39.6 	1     	4.2     	119   	21258  	-58.696762	-62.139916	15.98 	-73.6   	-39.6     	3353.48	0.001673 	-60.6   	53.6         	064        	26368    
4510      	48.7   	-39.8 	1     	4.1     	122   	21137  	-58.696888	-62.139861	16.26 	-73.8   	-39.8     	3334.76	0.001660 	-60.6   	53.4         	064        	26268    
4512      	49.5   	-40.0 	1     	4.0     	123   	21016  	-58.697014	-62.139805	16.56 	-74.0   	-39.9     	3316.02	0.001646 	-60.6   	53.3         	064        	26169    
4514      	50.4   	-40.1 	1     	3.9     	123   	20895  	-58.697139	-62.139750	16.85 	-74.1   	-40.1     	3297.30	0.001633 	-60.6   	53.1         	064        	26070    
4516      	51.2   	-40.3 	1     	3.7     	124   	20773  	-58.697265	-62.139695	17.14 	-74.3   	-40.3     	3278.56	0.001619 	-60.6   	53.0         	064        	25971    
4518      	52.0   	-40.5 	1     	3.6     	125   	20652  	-58.697391	-62.139640	17.43 	-74.5   	-40.5     	3259.84	0.001606 	-60.6   	52.8         	064        	25872    
4520      	52.9   	-40.7 	1     	3.5     	125   	20531  	-58.697516	-62.139585	17.73 	-74.7   	-40.7     	3241.11	0.001593 	-60.6   	52.6         	064        	25774    
4522      	53.8   	-40.9 	1     	3.4     	126   	20410  	-58.697642	-62.139530	18.03 	-74.9   	-40.8     	3222.39	0.001579 	-60.6   	52.5         	064        	25676    
4524      	54.6   	-41.0 	1     	3.2     	127   	20292  	-58.697748	-62.139488	18.34 	-75.1   	-41.0     	3204.11	0.001578 	-59.2   	52.3         	064        	25580    
4526      	55.5   	-41.2 	1     	3.1     	128   	20203  	-58.697813	-62.139473	18.66 	-75.2   	-41.2     	3190.53	0.001588 	-44.2   	52.2         	064        	25508    
4528      	56.4   	-41.4 	1     	3.0     	129   	20115  	-58.697879	-62.139458	18.97 	-75.3   	-41.4     	3176.94	0.001598 	-44.2   	52.1         	064        	25437    
4530      	57.2   	-41.5 	1     	2.9     	130   	20026  	-58.697944	-62.139443	19.25 	-75.3   	-41.5     	3163.33	0.001607 	-44.2   	52.0         	064        	25366    
4532      	58.1   	-41.5 	1     	2.8     	130   	19938  	-58.698009	-62.139427	19.53 	-75.3   	-41.5     	3149.72	0.001616 	-44.2   	51.9         	064        	25294    
4534      	58.9   	-41.6 	1     	2.8     	130   	19849  	-58.698074	-62.139412	19.82 	-75.3   	-41.6     	3136.11	0.001625 	-44.2   	51.7         	064        	25223    
4536      	59.8   	-41.7 	1     	2.8     	130   	19761  	-58.698139	-62.139397	20.11 	-75.3   	-41.7     	3122.51	0.001634 	-44.2   	51.6         	064        	25152    
4538      	60.6   	-41.7 	1     	2.8     	130   	19672  	-58.698204	-62.139382	20.41 	-75.3   	-41.7     	3108.91	0.001643 	-44.2   	51.5         	064        	25081    
4540      	61.5   	-41.8 	1     	2.8     	131   	19584  	-58.698270	-62.139367	20.71 	-75.4   	-41.8     	3095.32	0.001648 	-44.2   	51.4         	064        	25011    
4542      	62.4   	-41.9 	1     	2.8     	131   	19495  	-58.698335	-62.139352	21.01 	-75.4   	-41.9     	3081.73	0.001654 	-44.2   	51.3         	064        	24940    
4544      	63.3   	-41.9 	1     	2.8     	131   	19407  	-58.698400	-62.139337	21.31 	-75.4   	-41.9     	3068.13	0.001659 	-44.2   	51.1         	064        	24869    
4546      	64.2   	-42.0 	1     	2.8     	131   	19318  	-58.698465	-62.139322	21.62 	-75.5   	-42.0     	3054.54	0.001665 	-44.2   	51.0         	064        	24799    
4548      	65.1   	-42.1 	1     	2.8     	131   	19230  	-58.698530	-62.139307	21.92 	-75.5   	-42.1     	3040.96	0.001670 	-44.2   	50.9         	064        	24729    
4550      	66.0   	-42.2 	1     	2.8     	131   	19141  	-58.698595	-62.139292	22.24 	-75.6   	-42.2     	3027.38	0.001676 	-44.2   	50.8         	064        	24659    
4552      	66.9   	-42.3 	1     	2.7     	134   	19053  	-58.698660	-62.139277	22.56 	-75.7   	-42.3     	3013.80	0.001676 	-44.2   	50.6         	064        	24589    
4554      	67.8   	-42.4 	1     	2.6     	138   	18964  	-58.698726	-62.139262	22.89 	-75.8   	-42.4     	3000.23	0.001673 	-44.2   	50.5         	064        	24519    
4556      	68.7   	-42.6 	1     	2.5     	142   	18876  	-58.698791	-62.139247	23.21 	-75.9   	-42.6     	2986.66	0.001670 	-44.2   	50.4         	064        	24449    
4558      	69.6   	-42.7 	1     	2.4     	148   	18787  	-58.698856	-62.139232	23.51 	-76.0   	-42.7     	2973.07	0.001667 	-44.2   	50.2         	064        	24379    
4560      	70.5   	-42.8 	1     	2.2     	154   	18699  	-58.698921	-62.139216	23.82 	-76.1   	-42.8     	2959.48	0.001664 	-44.2   	50.1         	064        	24309    
4562      	71.4   	-42.9 	1     	2.1     	161   	18610  	-58.698986	-62.139201	24.13 	-76.1   	-42.9     	2945.90	0.001661 	-44.2   	50.0         	064        	24240    
4564      	72.2   	-42.9 	1     	2.0     	169   	18522  	-58.698968	-62.139172	24.43 	-76.2   	-42.9     	2932.31	0.001658 	-44.2   	49.8         	064        	24174    
4566      	73.2   	-43.0 	1     	1.9     	178   	18433  	-58.698925	-62.139139	24.74 	-76.2   	-43.0     	2918.72	0.001654 	-44.2   	49.7         	064        	24108    
4568      	74.1   	-43.0 	1     	1.8     	187   	18345  	-58.698883	-62.139106	25.05 	-76.3   	-43.0     	2905.14	0.001650 	-44.2   	49.6         	064        	24043    
4570      	75.0   	-43.0 	1     	1.7     	196   	18256  	-58.698840	-62.139073	25.37 	-76.3   	-43.0     	2891.56	0.001647 	-44.2   	49.4         	064        	23978    
4572      	75.9   	-43.1 	1     	1.7     	196   	18168  	-58.698797	-62.139039	25.69 	-76.4   	-43.1     	2878.00	0.001643 	-44.2   	49.3         	063        	23913    
4574      	76.9   	-43.1 	1     	1.7     	196   	18079  	-58.698754	-62.139006	26.02 	-76.4   	-43.1     	2864.43	0.001641 	-44.2   	49.1         	063        	23848    
4576      	77.9   	-43.2 	1     	1.7     	196   	17991  	-58.698712	-62.138973	26.35 	-76.4   	-43.2     	2850.87	0.001639 	-44.2   	49.0         	063        	23784    
4578      	78.8   	-43.2 	1     	1.7     	196   	17902  	-58.698669	-62.138940	26.68 	-76.5   	-43.2     	2837.31	0.001637 	-44.2   	48.8         	063        	23719    
4580      	79.8   	-43.2 	1     	1.7     	196   	17814  	-58.698626	-62.138906	27.02 	-76.5   	-43.2     	2823.75	0.001635 	-44.2   	48.7         	063        	23655    
4582      	80.8   	-43.3 	1     	1.7     	196   	17725  	-58.698584	-62.138873	27.36 	-76.5   	-43.3     	2810.20	0.001633 	-44.2   	48.5         	063        	23591    
4584      	81.8   	-43.3 	1     	1.7     	196   	17637  	-58.698541	-62.138840	27.70 	-76.6   	-43.3     	2796.65	0.001631 	-44.2   	48.4         	063        	23527    
4586      	82.9   	-43.3 	1     	1.7     	196   	17548  	-58.698498	-62.138807	28.06 	-76.6   	-43.3     	2783.11	0.001629 	-44.2   	48.2         	063        	23463    
4588      	83.9   	-43.4 	1     	1.7     	196   	17460  	-58.698455	-62.138773	28.41 	-76.6   	-43.4     	2769.57	0.001627 	-44.2   	48.1         	063        	23400    
4590      	85.0   	-43.4 	1     	1.7     	196   	17371  	-58.698413	-62.138740	28.77 	-76.7   	-43.4     	2756.03	0.001625 	-44.2   	47.9         	063        	23336    
4592      	86.0   	-43.4 	1     	1.7     	196   	17283  	-58.698370	-62.138707	29.13 	-76.7   	-43.4     	2742.50	0.001624 	-44.2   	47.8         	063        	23273    
4594      	87.1   	-43.5 	1     	1.7     	196   	17194  	-58.698327	-62.138674	29.50 	-76.7   	-43.5     	2728.98	0.001622 	-44.2   	47.6         	063        	23210    
4596      	88.2   	-43.5 	1     	1.7     	196   	17106  	-58.698285	-62.138640	29.88 	-76.8   	-43.5     	2715.46	0.001623 	-44.2   	47.5         	063        	23147    
4598      	89.3   	-43.5 	1     	1.7     	196   	17017  	-58.698242	-62.138607	30.26 	-76.8   	-43.5     	2701.94	0.001626 	-44.2   	47.3         	063        	23084    
4600      	90.4   	-43.6 	1     	1.7     	196   	16929  	-58.698199	-62.138574	30.64 	-76.8   	-43.6     	2688.43	0.001629 	-44.2   	47.2         	063        	23021    
4602      	91.6   	-43.6 	1     	1.7     	196   	16840  	-58.698156	-62.138541	31.03 	-76.8   	-43.6     	2674.92	0.001632 	-44.2   	47.0         	063        	22959    
4604      	92.7   	-43.7 	1     	1.7     	196   	16752  	-58.698114	-62.138507	31.42 	-76.8   	-43.7     	2661.42	0.001635 	-44.2   	46.9         	063        	22896    
4606      	93.9   	-43.7 	1     	1.7     	196   	16663  	-58.698071	-62.138474	31.82 	-76.8   	-43.7     	2647.93	0.001638 	-44.2   	46.7         	063        	22834    
4608      	95.0   	-43.7 	1     	1.7     	196   	16575  	-58.698028	-62.138441	32.22 	-76.8   	-43.7     	2634.43	0.001641 	-44.2   	46.5         	063        	22772    
4610      	96.2   	-43.7 	1     	1.7     	196   	16486  	-58.697986	-62.138408	32.62 	-76.8   	-43.7     	2620.94	0.001644 	-44.2   	46.4         	063        	22711    
4612      	97.4   	-43.7 	1     	1.7     	196   	16398  	-58.697943	-62.138374	33.03 	-76.8   	-43.7     	2607.45	0.001647 	-44.2   	46.2         	063        	22649    
4614      	98.7   	-43.7 	1     	1.7     	196   	16309  	-58.697900	-62.138341	33.45 	-76.8   	-43.7     	2593.97	0.001649 	-44.2   	46.1         	063        	22588    
4616      	99.9   	-43.7 	1     	1.7     	196   	16221  	-58.697858	-62.138308	33.86 	-76.8   	-43.7     	2580.50	0.001652 	-44.2   	45.9         	063        	22526    
4618      	101.1  	-43.7 	1     	1.7     	196   	16132  	-58.697815	-62.138275	34.28 	-76.8   	-43.7     	2567.02	0.001655 	-44.2   	45.7         	063        	22465    
4620      	102.3  	-43.7 	1     	1.7     	196   	16044  	-58.697772	-62.138241	34.66 	-76.8   	-43.7     	2553.51	0.001658 	-44.2   	45.6         	063        	22404    
4622      	103.4  	-43.7 	1     	1.7     	196   	15955  	-58.697729	-62.138208	35.05 	-76.8   	-43.7     	2540.00	0.001663 	-44.2   	45.4         	063        	22344    
4624      	104.6  	-43.8 	1     	1.7     	196   	15867  	-58.697687	-62.138175	35.45 	-76.8   	-43.8     	2526.51	0.001669 	-44.2   	45.2         	063        	22283    
4626      	105.7  	-43.9 	1     	1.7     	196   	15778  	-58.697644	-62.138142	35.86 	-76.8   	-43.9     	2513.02	0.001676 	-44.2   	45.1         	063        	22223    
4628      	106.9  	-43.9 	1     	1.7     	196   	15690  	-58.697601	-62.138108	36.27 	-76.8   	-43.9     	2499.54	0.001682 	-44.2   	44.9         	063        	22163    
4630      	108.1  	-44.0 	1     	1.7     	196   	15601  	-58.697559	-62.138075	36.69 	-76.9   	-44.0     	2486.06	0.001688 	-44.2   	44.7         	063        	22103    
4632      	109.3  	-44.1 	1     	1.9     	204   	15513  	-58.697516	-62.138042	37.11 	-76.9   	-44.1     	2472.59	0.001695 	-44.2   	44.6         	063        	22043    
4634      	110.5  	-44.1 	1     	2.1     	210   	15424  	-58.697473	-62.138009	37.53 	-76.9   	-44.1     	2459.11	0.001701 	-44.2   	44.4         	063        	21983    
4636      	111.6  	-44.2 	1     	2.3     	215   	15336  	-58.697429	-62.137975	37.92 	-77.0   	-44.2     	2445.61	0.001710 	-44.2   	44.2         	063        	21924    
4638      	112.8  	-44.3 	1     	2.5     	220   	15247  	-58.697260	-62.137933	38.32 	-77.0   	-44.3     	2432.12	0.001719 	-44.2   	44.0         	063        	21870    
4640      	113.9  	-44.4 	1     	2.7     	223   	15159  	-58.697091	-62.137891	38.73 	-77.1   	-44.4     	2418.69	0.001728 	-44.1   	43.9         	063        	21815    
4642      	115.1  	-44.6 	1     	2.9     	227   	15105  	-58.696922	-62.137849	39.14 	-77.1   	-44.5     	2410.66	0.001737 	-26.9   	43.7         	063        	21785    
4644      	116.2  	-44.7 	1     	3.1     	229   	15052  	-58.696753	-62.137806	39.56 	-77.2   	-44.7     	2402.64	0.001746 	-26.9   	43.6         	063        	21755    
4646      	117.4  	-44.8 	1     	3.3     	232   	14998  	-58.696583	-62.137764	39.98 	-77.2   	-44.8     	2394.63	0.001755 	-26.9   	43.5         	063        	21726    
4648      	118.4  	-44.8 	1     	3.5     	234   	14944  	-58.696414	-62.137722	40.32 	-77.2   	-44.8     	2386.54	0.001763 	-26.9   	43.4         	063        	21696    
4650      	119.4  	-44.8 	1     	3.7     	235   	14890  	-58.696245	-62.137680	40.65 	-77.2   	-44.8     	2378.44	0.001772 	-26.9   	43.3         	063        	21666    
4652      	120.4  	-44.8 	1     	3.8     	236   	14837  	-58.696076	-62.137638	40.98 	-77.1   	-44.8     	2370.35	0.001782 	-26.9   	43.1         	063        	21637    
4654      	121.4  	-44.8 	1     	3.9     	237   	14783  	-58.695907	-62.137596	41.32 	-77.1   	-44.8     	2362.25	0.001791 	-26.9   	43.0         	063        	21607    
4656      	122.4  	-44.8 	1     	4.1     	238   	14729  	-58.695738	-62.137553	41.66 	-77.1   	-44.8     	2354.16	0.001800 	-26.9   	42.9         	063        	21578    
4658      	123.4  	-44.8 	1     	4.2     	238   	14676  	-58.695569	-62.137511	42.00 	-77.0   	-44.8     	2346.06	0.001810 	-26.9   	42.8         	063        	21548    
